Submission id,id,Started at,Reviewed at,Total approvals,Siblings,Age,Sex,female,Ethnicity,Countryofbirth,Country of residence,Nationality,Language,Student status,Employment status,session,IPAddress,Duration,Treatment,control,t1,t2,ResponseId,LocationLatitude,LocationLongitude,UserLanguage,Q6 Comp,Action1,blue,Advice1,timer action 1_First Click,timer action 1_Last Click,pagetimerSH,timer action 1_Click Count,Dnorm1,Snorm1,Comp2,Action2,Advice2,Timer action 2 _First Click,Timer action 2 _Last Click,pagetimerPGG,Timer action 2 _Click Count,DNorm2,SNorm2,Comp3,Action3,Advice3,Timer action 3 _First Click,Timer action 3 _Last Click,pagetimerDic,Timer action 3 _Click Count,DNorm3,SNorm3,Lotteries,risktolerance,wealth,poor,lowerincome,describe kinship ,sibling ,hassibling,Kin,closeness,Service,kin2,close2
66a10f2cd093f4db6df952c7,5d38458be8f012001584ff5d,2024-07-24T14:27:01.876000Z,2024-07-24T16:33:05.626000Z,315,Yes,28,Female,1,White,Poland,Poland,Poland,Polish,No,Unemployed (and job seeking),4,109.173.254.135,926,c,1,0,0,R_30er9mQtydArDQH,52.1799,18.5592,EN,50 tokens,Blue,1,"I think it is best to choose the color blue, everyone will then come out best.",15.618,94.249,95.68,9,Blue,Blue,50 Tokens,50,If we contribute half then neither of us will ultimately lose anything.,5.395,69.377,70.437,5,50,100,80 tokens,50,"Since this is an experiment, I think a 50/50 split is good for each participant.",7.491,68.741,69.816,5,50,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,"Common genes, ancestry - that is, factors that we do not particularly influence. And also shared history, traditions. In addition, factors such as upbringing, active participation in family life, which we already have influence over.",Yes,1,I have a brother/brothers,6,No,,
645976fbd93ef6aa804054d0,5e792d23c826500d4c0ccec0,2023-05-08T22:33:51.037000Z,2023-05-09T00:31:42.956000,331,Yes,53,Female,1,White,Poland,Poland,Poland,Polish,No,Unemployed (and job seeking),4,37.47.114.139,1174,c,1,0,0,R_2ttXLpcz8mgCTC3,50.0585,19.9342,EN,50 tokens,Blue,1,"the safest option is yellow, you don't lose tokens, if you don't trust strangers",2.3,206.565,240.76,13,Blue,none,125 Tokens,50,"it's best to allocate about 50 tokens, if everyone does it,  if someone doesn't add anything, then you won't lose much",7.062,202.384,204.411,22,50,100,20 tokens,50,if you have a chance to be fair just do it and split it in half                                ,9.732,112.018,114.261,5,80,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,"a social bond, defining the relationship between at least two persons, based on descent or marriage",Yes,1,"I have both, brother(s) and sister(s)",1,No,,
645965f37c14468269153d58,613a169f07a00119a4c105b9,2023-05-08T21:13:33.752000Z,2023-05-08T21:50:31.208000,172,No,22,Female,1,White,Greece,Greece,Greece,Greek,No,Full-Time,4,83.212.248.42,682,c,1,0,0,R_31F5xxN9NU2c3z0,40.6439,22.9358,EN,50 tokens,Blue,1,"Keep faith to the other player, so choose the option blue each time",3.838,38.825,56.834,3,Blue,none,100 Tokens,29,"In this task, the problem is more difficult and it ends with each one's character",8.438,16.964,87.942,2,39,50,80 tokens,30,"Again, in this task ,it all depends on each one character and priorities in life",7.366,9.621,48.98,2,19,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,"The people around you, determing your life",Yes,1,I have a sister/sisters,3,Yes,No,0
64597f9caadb15e587eb5f0a,5a57c51876d1c60001ab090d,2023-05-08T23:02:56.205000Z,2023-05-09T00:31:48.101000,1512,Yes,49,Female,1,White,United States,United States,United States,English,No,Full-Time,5,99.189.157.78,618,c,1,0,0,R_31SHWb3gI7KKREI,35.4662,-97.5168,EN,50 tokens,Blue,1,It seems like better odds for both players if we  choose blue. This gives us both a decent opportunity to win. ,4.532,83.401,88.2,16,Blue,Blue,100 Tokens,50,This one is a bit confusing. It seems like you should give to the public fund but hopefully not lose too many of your tokens. I chose to give 50 because it seems like I will get that back. ,3.932,12.225,90.801,3,50,75,80 tokens,50,I think I would want to choose to split it in half because that’s what I would hope for if I was on the other side of it. It just seems more fair. ,6.842,10.157,64.242,2,20,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,Family. The people that are related or close to you. ,Yes,1,"I have both, brother(s) and sister(s)",2,No,,
6459891898765e368c70ab9d,5a63bd0113898300014b3bb9,2023-05-08T23:43:27.570000Z,2023-05-09T01:50:55.185000,621,Yes,33,Female,1,Other,United States,United States,United States,English,No,Part-Time,5,98.234.191.112,367,c,1,0,0,R_6LqZu8Dl6YvYs25,37.3512,-121.8846,EN,50 tokens,Blue,1,I say to hope someone does what is best for both rather than 1. Hope for the best in people.,2.563,51.066,67.387,3,Yellow,Blue,125 Tokens,100,Same thing hope that the other isnt selfish but you yourself dont be selfish. Give and you will receive in life,3.085,36.984,40.672,3,20,100,80 tokens,50,Be equal with others. Dont keep all for yourself. Always help others.,2.462,3.513,25.017,2,0,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,together. Close relationship. ,Yes,1,"I have both, brother(s) and sister(s)",9,No,,
64599532fc69ba12f48d6df4,5cb2e89bc29be80001b13ed6,2023-05-09T00:35:05.416000Z,2023-05-09T01:51:25.635000,3383,No,50,Female,1,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",1,2.217.55.125,1992,c,1,0,0,R_VUpsFSoIXqhSJRn,51.3603,-0.6815,EN,50 tokens,Blue,1,"Blue offers the chance of most reward, whether one player or two chooses Blue. Blue offers better reward if opponent chooses yellow. Yellow has least chance of reward.",21.957,361.109,361.58,11,Blue,none,125 Tokens,68,"Contributing 68 will return 83 even if other player contributes nothing. Probable the other player will contribute, so could be good return.",19.9,815.516,817.39,10,68,68,80 tokens,30,I want to be generous and allocate to B. I want to reward myself by keeping the bigger portion of tokens. Look after yourself first.,23.006,178.75,180.283,15,0,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,"Like minded, same values and goals, friendliness and support",Yes,1,I have a sister/sisters,9,No,,
6459795233d039cd7bf598d5,5ec5b41217e1c9627364f27f,2023-05-08T22:36:13.096000Z,2023-05-09T01:50:50.129000,362,Yes,35,Female,1,White,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",5,216.170.193.50,394,c,1,0,0,R_RjZCuJOuhQIlOAF,43.7095,-121.5145,EN,50 tokens,Blue,1,If you chose blue it will benefit the both of us. I think it is the most fair option and we will both benefit from this choice.,1.379,2.547,43.321,2,Blue,Blue,100 Tokens,100,"We will both benefit from growing our tokens, so if we both contribute and it grows 50% and is then split. We will both receive more than we started with",3.405,4.589,38.524,2,100,100,80 tokens,50,I believe that sharing your tokens 50/50 is the most fair decision to be made. There is no reason to be greedy and not share since this would otherwise not be an option.,4.549,50.783,51.139,3,50,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,Kinship is when people share a common quality or affinity to something.,Yes,1,I have a brother/brothers,7,No,,
64598f3571edce621dbe8046,5ed4954aea62124652e189c9,2023-05-09T00:09:31.083000Z,2023-05-09T01:50:59.292000,1633,Yes,47,Female,1,Asian,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",2,104.57.23.35,600,c,1,0,0,R_3EyaxRFIdvvAiHI,33.8718,-118.3369,EN,50 tokens,Blue,1,Choose blue because it has the highest payoff if both players choose blue,2.981,6.675,21.8,2,Blue,Blue,50 Tokens,100,Contribute 100 tokens because it will give you and the other player the most back,8.803,29.551,81.66,5,100,100,80 tokens,50,Don't be greedy. It is only fair to allocate 50 tokens and you will feel better about yourself.,6.631,67.255,80.845,6,50,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,"To me, it means having a bond with someone - whether you are biologically related or not.",Yes,1,I have a brother/brothers,5,No,,
645965e539ad18713ece9b8c,5ed9111a0e4140448926fcd4,2023-05-08T21:13:09.904000Z,2023-05-08T21:50:30.925000,416,No,53,Female,1,White,Poland,Poland,Poland,Polish,Yes,Other,4,31.60.96.179,1181,c,1,0,0,R_2rD7WCrvqmRVI2i,51.1043,17.0335,EN,50 tokens,Blue,1,Being a team always pays off. It is best to choose option that is the most profitable for both players. Let's be a blue team.,13.176,258.969,263.022,4,Blue,Blue,125 Tokens,50,The best outcome is when both parties are generous. Let's be all generous and get profit in the end.,18.085,102.698,115.581,6,40,50,80 tokens,50,Being a good and generous person always pays of. In this task obviously being selfish is more profitable. However in the long run being fair is always pays off.,9.035,80.098,82.523,3,30,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,"It means being connected with someone to some degree, especially having the same cultural background.",Yes,1,"I have both, brother(s) and sister(s)",2,No,,
6459767d54ac2e978810e586,5f09d989eff16b266fba44c0,2023-05-08T22:23:57.993000Z,2023-05-09T00:31:39.417000,474,Yes,22,Female,1,White,Ireland,United States,United States,English,No,Part-Time,5,68.184.233.191,697,c,1,0,0,R_1pm7kJ0jigloNWG,37.7759,-90.4071,EN,50 tokens,Blue,1,My suggestion is to work together for an equal outcome. By doing so both can be compensated fairly for their involvement.,1.639,50.732,71.766,12,Blue,Blue,125 Tokens,100,"Again, work together for a fair outcome. By both working to benefit the other it will benefit both in the end. ",5.461,191.41,192.211,7,100,100,80 tokens,50,Being in role A gives you the control over both positions. By being fair while you are in role A and giving B half then in future turns the roles could be reversed.,2.822,8.724,123.897,5,50,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,A bond with your fellow man,Yes,1,I have a brother/brothers,8,No,,
6459838aeedfa101639c1596,5f8120ed0c4ed61e386b4302,2023-05-08T23:19:45.540000Z,2023-05-09T01:50:53.016000,1675,Yes,26,Female,1,White,Mexico,Mexico,Mexico,Spanish,Yes,Part-Time,4,189.161.17.209,666,c,1,0,0,R_RR17ngoYLalyq9H,19.312,-98.4791,EN,50 tokens,Blue,1,"I Guess it's a random thing, and also there must not be ve another playera behind",3.515,16.442,52.631,3,Yellow,Blue,125 Tokens,50,I do not have any advice                                                                 ,8.655,37.931,44.689,4,30,100,80 tokens,50,I do not have any advice.                                              ,5.705,7.493,33.004,2,50,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,Ti be related by blood,Yes,1,I have a brother/brothers,2,No,,
6459775b2dd255e6a18f0522,603910c1a3d28f3895d40e92,2023-05-08T22:27:39.258000Z,2023-05-09T00:31:46.145000,240,Yes,24,Female,1,White,United States,United States,United States,English,No,Full-Time,5,172.115.85.24,1271,c,1,0,0,R_yX7npZuFGjeMBRn,34.11,-117.2955,EN,50 tokens,Blue,1,"I would suggest to choose blue that way we could both get a higher pay out. Although 50 tokens is guaranteed for the yellow choice, 100 is better if we both choose blue. Additionally it would be nice if you also chose blue because if you choose yellow and I choose blue I receive nothing. But if we both chose the same, blue, we would both benefit!",5.361,120.434,126.383,7,Yellow,Blue,100 Tokens,30,"I would suggest to definitely contribute at least something because then it will grow by 50% and you get an equal share of the fund! Additionally whatever you don’t donate, you will still get to keep! So I think it would be wise to donate at least a little. ",2.153,70.25,97.155,15,50,50,80 tokens,50,I would suggest to allocate 50 tokens. It is fair and equal and we both have a good payout. It seems like the most fair and correct choice and we both benefit to get the same amount of tokens. That way not one person gets more than the other. ,1.944,43.515,96.087,14,10,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,I think it means being a family and being close to one another. Having a loving bond. ,Yes,1,I have a sister/sisters,4,No,,
6459666f409831b89bf2cf7e,605096744cdfb4ac69f7ee68,2023-05-08T21:15:44.682000Z,2023-05-08T21:50:33.254000,192,No,38,Female,1,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking),4,196.255.138.50,987,c,1,0,0,R_3PpO0GkggDPzRmW,-29.1252,26.163,EN,50 tokens,Blue,1,"When playing with another player, you each choose two different strategies. It is best to choose blue and the other player choose blue to get the maximum points. If either of you chooses yellow, you both get a guaranteed 50 tokens therefore yellow is also good. ",3.365,9.368,153.25,2,Blue,Yellow,50 Tokens,40,"Make sure you remember that yellow is 50 tokens and that means if you both choose yellow, you get the same number of tokens. I choose to contribute 40% so I don't lose a lot incase I choose blue, then another player chooses yellow. That means I'm not getting anything.",5.641,16.62,195.346,3,50,50,80 tokens,30,"When you're in role A, you decide how much a person in role B gets from your tokens.",7.911,20.646,66.086,4,20,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,"Relationship with your family members, next of kins.",Yes,1,I have a brother/brothers,9,No,,
6459926b2fa221bf996ad5ba,6092dea4efd6d61350f0fdbf,2023-05-09T00:23:13.540000Z,2023-05-09T01:51:24.114000,615,No,37,Female,1,Mixed,Spain,Spain,Spain,Spanish,Yes,Unemployed (and job seeking),4,83.54.78.248,887,c,1,0,0,R_3EE8rbjcP8uCwKQ,40.9701,-5.6634,EN,50 tokens,Blue,1,Try to think of what the other person would do. If both of you choose yellow then later on you might both choose blue,3.345,59.41,67.614,5,Blue,Blue,50 Tokens,50,Do not contribute all of your 100 tokens just to be safe. 50 tokens is fair ,5.819,35.649,62.636,4,50,100,80 tokens,61,If you are role A then allocate a bit more than half of your tokens,4.57,27.724,59.649,6,50,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,It is not only about blood family. Friends or partners are also considered my kinship,Yes,1,I have a brother/brothers,4,No,,
64597d2e9b131a6561bfb9ea,61042c246d0dfbeb5171be23,2023-05-08T22:52:34.119000Z,2023-05-09T01:50:50.676000,224,Yes,23,Female,1,Black,South Africa,South Africa,South Africa,English,No,Full-Time,4,105.184.27.250,784,c,1,0,0,R_3iUvrdNepuwaRqh,-25.7599,28.2604,EN,50 tokens,Blue,1,"choose blue to get a bonus payout, make sure you match your partner ",3.935,109.666,115.335,7,Blue,Yellow,100 Tokens,50,well contributing 50 will give you 50 percent of the public funds,7.83,69.675,86.156,7,50,30,80 tokens,50,i feel its only fair to share half of the tokens to role B 50 50 on both roles ,7.244,144.722,155.378,7,20,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,,Yes,1,"I have both, brother(s) and sister(s)",10,No,,
6459824b7ce2d52760be8039,611323bebc984e2d39dc8958,2023-05-08T23:14:30.788000Z,2023-05-09T01:50:52.464000,1379,Yes,52,Female,1,Black,South Africa,South Africa,South Africa,English,No,Part-Time,4,41.246.28.50,719,c,1,0,0,R_2QtiB7Vi61NXw6e,-29.8556,31.0449,EN,100 tokens,Blue,1,I think you should choose what will be in the best interest of both players to get the most bang for your buck.,6.743,11.846,63.397,3,Yellow,Blue,50 Tokens,10, To at least contribute something towards the public fund as you can get a share of it back.,4.068,86.515,89.478,8,0,50,80 tokens,20,To allocate what you think is fair regardless of which player you will be.,5.158,33.884,71.955,5,30,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,It means my relationship with someone.,Yes,1,"I have both, brother(s) and sister(s)",9,No,,
645975f9e7709c47c6005777,611e90806f7fc1bb0bfa9b7c,2023-05-08T22:21:45.199000Z,2023-05-09T00:31:35.484000,197,Yes,31,Female,1,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",4,94.197.229.157,613,c,1,0,0,R_3mk1EsEfbbFrX5y,52.4817,-1.7863,EN,50 tokens,Blue,1,"I think if you win with blue, there is a greater payoff so it a risk I was willing to take. Maybe yellow is a safer bet ",12.671,66.57,67.5,10,Yellow,Yellow,100 Tokens,50,"In this case, I could end up with the same amount of tokens as I started with or less or more. I e played it quite safe by going for the middle option ",6.502,127.072,128.094,21,50,50,80 tokens,10,I wanted to end up with a large number of tokens. The final number is 100-10. I will end up with 90 tokens.,8.15,59.47,60.205,4,13,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,This relates to family and people who you are close ro,Yes,1,"I have both, brother(s) and sister(s)",6,No,,
645979d1aa39d12a420057b2,613a6abd8f010ce9c87a4bc7,2023-05-08T22:38:27.807000Z,2023-05-09T00:31:47.270000,128,Yes,24,Female,1,White,United Kingdom,United Kingdom,Ireland,English,No,Full-Time,4,78.146.90.79,405,c,1,0,0,R_1KlNlM22COqo8V8,51.5648,-0.1374,EN,50 tokens,Blue,1,Pick your favourite colour and go for luck of the draw. Don't think too hard ,3.303,4.46,33.044,2,Yellow,none,100 Tokens,45,"I really don't understand the task, even after having read it several times ",6.808,23.105,23.502,3,30,70,80 tokens,40,"This was the easiest of assignments, more straightforward. Still luck of the draw door sure ",3.903,19.998,29.671,4,25,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,"Knowing someone, biologicalyly or not, that loves you unconditionally and has your back at all times ",Yes,1,"I have both, brother(s) and sister(s)",6,No,,
64597612f1e491fa3af598b9,613a9a6706cc935aaa23a024,2023-05-08T22:22:10.873000Z,2023-05-09T00:31:35.823000,181,Yes,24,Female,1,White,Russian Federation,Czech Republic,Russian Federation,Russian,No,Part-Time,1,88.103.228.73,1198,c,1,0,0,R_3F4lWF2bO0HwFe3,50.0761,14.4479,EN,50 tokens,Blue,1,"As I understand it, choosing Yellow would grant the person who made the choice 50 tokens. But to maximize the amount of tokens gained, we should both choose Blue. Hence I chose Blue and would suggest that the other participant do the same.",2.629,226.481,227.587,9,Blue,none,100 Tokens,50,"If we both contribute 50 tokens, the bank will be a 100. Then it increases by 50% and is distributed equally between us. So in the end we both will gain additional tokens.",5.098,27.79,131.208,4,50,50,80 tokens,50,"I am not sure this one is really about making a decision that will grant maximum gain to both parties. It's more about how you'd act. if you've had the power. I chose to split it equally, but there is no logical reason behind that.",8.718,15.77,277.441,2,50,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,"Finding a common ground with people despite your differences, feeling closer through shared experiences. ",Yes,1,I have a brother/brothers,3,No,,
645976528cd7b4c9393a8108,6149fb5e58eceb343aee6aa4,2023-05-08T22:23:42.253000Z,2023-05-09T00:31:37.427000,26,Yes,21,Female,1,Other,Mexico,Mexico,Mexico,Spanish,No,Part-Time,4,187.189.87.146,560,c,1,0,0,R_1rpIyUHQtxGZ7vJ,19.4326,-99.1332,EN,50 tokens,Blue,1,This is very simple as the best income is about reciprocity: Play fair and think about the other person.,3.761,60.357,98.873,8,Blue,Blue,125 Tokens,50,"When you share you get a reward. ""Fair sharing"" should be the best phrase for this interaction.",3.03,96.092,97.399,9,50,50,80 tokens,50,"once again, splitting the tokens on a 50/50 basis is the fair scenario",15.058,16.207,41.651,2,19,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,Family as a bonding contract.,Yes,1,I have a brother/brothers,9,No,,
6459971747f19539d8e86c66,614f64af286f5a5cc8fa849d,2023-05-09T00:43:07.018000Z,2023-05-09T01:51:26.229000,867,No,27,Female,1,Other,United States,United States,United States,Spanish,No,Full-Time,5,204.111.129.158,2305,c,1,0,0,R_3sgifqKp8zUNXUD,37.3053,-79.9252,EN,50 tokens,Blue,1,Everyone should pick blue. It would give a higher payout in tokens. Otherwise you would only get half if both should pick yellow. ,8.196,363.858,364.302,9,Blue,Blue,125 Tokens,100,It would be the safest bet to invest half the tokens. There's a bigger payoff if you invest all of them since it's a high possibility they'll choose blue too. ,6.138,624.55,624.952,14,50,50,80 tokens,50,"Morally, it would be best to choose 50. Gives both an opportunity to come out even. Ultimately your choice to choose the amount just wouldn't pick 0.",3.892,687.576,688.198,17,20,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,Relationship based on multiple interests ,Yes,1,"I have both, brother(s) and sister(s)",6,No,,
645976d46f5033df57c95e5d,615015794ffb9f282c590cf1,2023-05-08T22:25:35.048000Z,2023-05-09T00:31:41.912000,205,Yes,21,Female,1,White,Poland,Denmark,Poland,Polish,No,Full-Time,1,83.94.98.138,663,c,1,0,0,R_2zwG0EePNCHEHb6,55.6808,12.542,EN,50 tokens,Blue,1,"be trustful of other players, at the beginning you have to trust each other",10.382,33.759,50.319,4,Blue,Blue,100 Tokens,50,this is when is deciced to trust the instruction and did what they tell,5.23,7.696,27.996,2,50,50,80 tokens,50,"just wanted to split equally, you know - i thought that i could be B",7.362,25.063,45.088,3,50,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,"mom, grandma, grandpa, sister",Yes,1,"I have both, brother(s) and sister(s)",6,No,,
64598cf5a7cc7a1f6a0057b0,615e01e53a44a0c3c04378c0,2023-05-09T00:00:33.751000Z,2023-05-09T01:50:57.998000,2198,Yes,83,Female,1,Black,South Africa,South Africa,South Africa,English,No,Part-Time,4,105.245.164.174,882,c,1,0,0,R_1Hi5Ys4rS5Gyfsy,-29.9056,30.9405,EN,50 tokens,Blue,1,read and understand instruction and then move on to follow the instructions correctly,3.359,69.97,109.66,5,Blue,none,50 Tokens,50,"choose what you think is the best option with the best outcome, also consider what is morally right",8.904,88.629,92.531,10,50,50,80 tokens,10,"choose an option with better payout after the allocation to b, consider what you will be left with",8.377,64.055,78.201,9,10,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,kinship means blood relations ,Yes,1,"I have both, brother(s) and sister(s)",8,No,,
6459766f4642ac103ebfb9df,6160761fd156fa212ab8dd6a,2023-05-08T22:23:47.735000Z,2023-05-09T00:31:38.613000,120,Yes,20,Female,1,Asian,DATA_EXPIRED,United States,United States,DATA_EXPIRED,No,Full-Time,5,98.227.167.187,1280,c,1,0,0,R_2cwPhffwpnM6dws,41.2535,-87.8474,EN,50 tokens,Blue,1,"You always get 50 if you choose yellow. If you both choose blue, you will get 100 each. ",35.487,123.809,127.514,5,Yellow,Blue,100 Tokens,70,"The more you contribute, the more pay off you get because the total payoff is sum of the tokens that you didn't contribute and the tokens that you contribute.",23.643,244.881,363.78,14,50,60,80 tokens,50,"If you are in role A, your payoff is 100 tokens minus what you allocate to Role B. If you are in Role B, your payoff is what A Allocates to you. Be fair!",9.043,41.72,136.431,3,20,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,family relationship,Yes,1,"I have both, brother(s) and sister(s)",9,No,,
645976b95fc72619b0ce9b55,61710e4353347c1cdcdd0918,2023-05-08T22:25:04.509000Z,2023-05-09T00:31:40.753000,54,Yes,23,Female,1,White,United States,United States,United States,English,No,Unemployed (and job seeking),5,76.238.167.213,1807,c,1,0,0,R_1H0HWprCKkrzJ58,39.7436,-86.1158,EN,50 tokens,Blue,1,My best advice? Always pick blue. If the other person understands the game it should be obvious.,9.328,156.201,158.077,5,Blue,Blue,125 Tokens,50,"Well, I'm not sure you should listen to my advice on this one. I'm horrible at math. In this case it seems you make more by giving half and keeping half.",206.245,468.541,472.454,9,50,100,80 tokens,50,This just seems like a moral decision. If that is the case. Sharing is caring 50/50 it is.,26.156,32.308,180.003,4,50,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,The strong bond formed between family members ,Yes,1,I have a sister/sisters,7,No,,
6459823523686b1663e86c46,627e7c4b12787b51092b1984,2023-05-08T23:14:01.951000Z,2023-05-09T01:50:52.321000,509,Yes,32,Female,1,White,United States,United States,United States,English,Yes,Unemployed (and job seeking),5,96.240.137.140,472,c,1,0,0,R_3MF0pktDQRNE0HC,39.0503,-77.3909,EN,50 tokens,Blue,1,"Blue may have greater risk, but there is also a greater reward. Any player would understand this and choose blue. Once you both choose blue, you both win. ",2.279,14.007,56.081,5,Blue,Blue,100 Tokens,40,Think about the sum of what you have left plus your share of what you can earn. You don’t want to give too much or too little. ,14.295,45.308,72.935,8,50,20,80 tokens,50,Do whatever you think is most appropriate. I think an even split is fair. You have to decide what is fair to you. ,5.018,33.716,47.402,5,20,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,Feeling a similarity to people to the point you feel like family regardless of blood. ,Yes,1,I have a brother/brothers,2,No,,
64598984e9415a586a9f793e,62c4da8a7f7d6a88e472de9d,2023-05-08T23:45:12.921000Z,2023-05-09T01:50:55.479000,366,Yes,39,Female,1,White,United States,United States,United States,English,No,Full-Time,5,172.56.112.62,517,c,1,0,0,R_3oFqQcwbdkroW6U,41.7689,-71.4758,EN,50 tokens,Blue,1,"if we both choose blue, we can make more. let's work together. let's both choose blue.",2.202,58.129,59.301,4,Blue,Blue,100 Tokens,100,let's maximize our earnings. both of us should contribute 100 tokens.,6.478,8.447,34.403,4,100,100,80 tokens,50,"let's share evenly. if in role A, we should allocate half of the tokens to the other player. it is only fair.",3.846,4.957,53.333,2,50,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,a close social relationship/bond; family; friends,Yes,1,I have a sister/sisters,1,No,,
64599cbb65185d4e9a3e030f,63bc0a007b1c348dff56b59d,2023-05-09T01:07:14.624000Z,2023-05-09T01:51:27.152000,1015,No,50,Female,1,Mixed,United States,United States,United States,English,No,Full-Time,5,174.238.64.51,693,c,1,0,0,R_OPCAtYuYsybtUBz,35.2227,-80.7938,EN,50 tokens,Blue,1,Choose the color you like the best. Choose the color that gives more tokens.,3.468,69.632,104.078,9,Blue,Blue,100 Tokens,50,To contribute half of the same. To contribute the bonus plus the half.,5.522,67.06,92.597,12,45,100,80 tokens,20,To give 20 out of the 10” tokens.  To keep 80 out if the 100 tokens,7.77,66.034,66.421,20,95,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,Between siblings ,Yes,1,"I have both, brother(s) and sister(s)",8,No,,
645989e96b864822a2823860,6458939bc77c645ea7979b33,2023-05-08T23:46:57.526000Z,2023-05-09T01:50:55.923000,12,Yes,19,Female,1,Black,Belgium,Germany,Belgium,French,No,Full-Time,4,89.0.2.24,668,c,1,0,0,R_1hZsgqo0Jh8WYNS,50.9244,6.9693,FR,50 tokens,Blue,1,"Just hope for the best, your partner may have good intentions. If you want safety, choose yellow. Otherwise blue makes sense.",14.519,50.142,77.967,5,Yellow,Blue,125 Tokens,50,It's the safest choice. You don't loose too much. 100 would be too much but 0 would not make sense.,6.061,30.608,50.368,6,50,50,80 tokens,50,50 is fair. You may be tempted allocate 0 to your partner but there is no reason to.,6.996,8.538,43.605,2,50,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,"It means looking after your people, after each other. Wish for the best for your people and help them get there.",Yes,1,I have a sister/sisters,4,No,,
