submissionid,id,startedat,reviewedat,totalapprovals,age,female,countryofbirth,countryofresidence,nationality,language,studentstatus,employmentstatus,session,ipaddress,duration,treatment,control,t1,t2,responseid,locationlatitude,locationlongitude,userlanguage,q6comp,action1,advice1,timeraction1_firstclick,timeraction1_lastclick,pagetimersh,timeraction1_clickcount,dnorm1,snorm1,comp2,action2,advice2,timeraction2_firstclick,timeraction2_lastclick,pagetimerpgg,timeraction2_clickcount,dnorm2,snorm2,comp3,action3,advice3,timeraction3_firstclick,timeraction3_lastclick,pagetimerdic,timeraction3_clickcount,dnorm3,snorm3,lotteries,risktolerance,wealth,poor,lowerincome,describekinship,sibling,hassibling,kin,closeness,service,kin2,close2,black,asian,mixed,student,blue,bluednorm,bluesnorm,ethnicity,sex,treatments,onlychild
6459778b96a88358f3be8001,5f395b7d25dba70b01c27181,2023-05-08T22:28:33.788000Z,2023-05-09T00:31:46.791000,88,30,1,United States,United States,United States,English,No,Full-Time,3,174.229.112.90,560,1,0,1,0,R_3M0iA5U9owH01KV,43.0382,-87.910004,EN,50 tokens,Yellow,Picking yellow is a safer move that will probably result in gaining more points consistently. ,3.743,95.641998,96.801003,11,Yellow,none,100 Tokens,50,Contributing half of your tokens is the optimal move for growth potential and security.,3.006,84.498001,85.966003,11,50,50,80 tokens,0,"If you want to have the most tokens, then don't allocate any tokens to the other participant. ",3.3050001,55.898998,58.978001,17,0,24,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",2,well off,0,0,Relationship with family members.,No,0,,,No,,,0,0,0,0,0,0,0,White,Female,1,1
64597af11a52f3f4534e6ddd,63e2d0688843b2d983ab9d05,2023-05-08T22:43:05.840000Z,2023-05-09T01:50:50.263000,411,26,1,Italy,Italy,Italy,Italian,No,Full-Time,1,94.138.187.44,408,1,0,1,0,R_2DpBF03eUGprw6X,40.867001,14.2385,EN,50 tokens,Yellow,"just guess the behavior of the counterpart, do not think about yur behavior",6.4130001,34.317001,58.818001,3,Yellow,Yellow,100 Tokens,50,"the best bet is to choose the middle way, so that can anyone can have something",7.4790001,38.632,50.491001,5,20,49,80 tokens,50,in this scenario the righ thing is to divide half of the tokens so that anyone can have the same amount,6.5650001,28.525999,39.785999,3,10,50,"Gamble 3 Event A, Payoff: 26 tokens ; Event B, Payoff: 2 tokens",3,well off,0,0,kinship means family,No,0,,,No,,,0,0,0,0,0,0,0,White,Female,1,1
66a11191fc36034fd1e3c183,5b2c0994f1ca3c000190196a,2024-07-24T14:37:23.528000Z,2024-07-24T16:33:07.344000Z,894,40,1,Italy,Italy,Italy,Italian,No,Full-Time,2,87.3.117.50,783,1,0,1,0,R_8UbyiZfc9rNoJoZ,38.627701,15.8695,EN,100 tokens,Yellow,Read the instructions carefully because they are quite important in the choice you will make.,3.6040001,72.492996,74.932999,9,Blue,Yellow,100 Tokens,50,I had the interaction by reading what was previously written of 50 %,2.529,92.478996,97.355003,17,50,65,20 tokens,0,you take what allocates role A in the interaction. Read the instructions ,1.046,134.183,139.05,16,0,15,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",5,well off,0,0,kinship for me means together with love and no thoughts,No,0,,,No,,,0,0,0,0,0,1,0,White,Female,1,1
66a111f62a042e0e1ab18cdf,5d0b7d3a1c9a4e001a11dd19,2024-07-24T14:38:49.900000Z,2024-07-24T16:34:03.452000Z,2695,30,1,Portugal,Portugal,Portugal,Portuguese,Yes,Part-Time,2,79.169.209.253,1047,1,0,1,0,R_2n2FGesuqF7MPUs,38.751999,-9.2278996,PT,50 tokens,Yellow,I recommend choosing yellow because youÂ´ll be reward 50 tokens every time.,12.886,76.263,77.139,6,Yellow,Yellow,125 Tokens,50,If you contribute at least with 50% of the tokens youÂ´ll have a larger amount of tokens (the other participant must follow the same thinking)),10.487,15.621,107.469,2,40,50,80 tokens,10,"The fair amount you donate would be 50% of what you have, but it depends if you are a fair person.",18.945999,70.679001,142.679,5,30,50,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",5,well off,0,0,It means relationships between people usually from the same family.,No,0,,,No,,,0,0,0,1,0,0,0,White,Female,1,1
66a114a2343cf96e910fe06f,5a24bcab681a240001ff42de,2024-07-24T14:50:14.655000Z,2024-07-24T16:33:11.112000Z,1572,26,1,Netherlands,Netherlands,Netherlands,Dutch,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",2,85.145.242.148,758,1,0,1,0,R_8jetnCzypZGDNe3,52.062801,4.5416999,EN,50 tokens,Yellow,best for both players is to pick blue. but if u pick blue and the other picks yellow you get nothing. to play it safe and guarantee you get something pick yellow.,9.467,71.971001,74.668999,2,Yellow,Blue,125 Tokens,50,playing it safe again so going for 50. if both players go for 100 would be the best but there is uncertainty ,17.434999,120.226,122.411,6,50,100,80 tokens,50,it is only fair to split it equally amongst each other. so in my opinion split it 50/50. going Dutch ,9.4849997,81.760002,83.765999,5,50,50,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",5,well off,0,0,basic human relationships ,No,0,,,No,,,0,0,1,1,0,0,1,Mixed,Female,1,1
66a116ac570935adf6408cd5,65b665beb71112daa56760b7,2024-07-24T14:58:59.827000Z,2024-07-24T16:34:29.647000Z,231,42,1,United States,United States,United States,English,No,Part-Time,3,206.255.91.251,580,1,0,1,0,R_2BUUAESalYCzWLb,34.526798,-92.958702,EN,50 tokens,Blue,Read the instructions well. Dont overthink it. Hope for a good match. ,6.0209999,24.299999,53.146999,6,Blue,Blue,125 Tokens,100,Read the instructions well. Donating to public fund guarantees a 50% increased payout. Dont worry about sibling.  ,7.5539999,43.098,79.598999,6,50,100,80 tokens,50,"Read the insgructions. Distribute evenly. Ignore the sibling, as it doesnt apply to the issue at hand. ",8.5629997,73.474998,83.163002,11,50,50,"Gamble 3 Event A, Payoff: 26 tokens ; Event B, Payoff: 2 tokens",3,not well off,0,1,Friendship that is like family. ,Yes,1,"I have both, brother(s) and sister(s)",5,No,,,0,0,0,0,1,1,1,Other,Female,1,0
6459967e4060013d80c2d4d2,601a80c92b5f812ab426bdc3,2023-05-09T00:40:34.543000Z,2023-05-09T02:22:33.158000,355,26,1,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",2,204.93.122.243,774,1,0,1,0,R_3mOBsAUwSbXNK2l,35.076599,-85.311401,EN,50 tokens,Yellow,"I feel like that off the bat most people would like to get some tokens risk free and choosing yellow seems like a strategic move as the other person might think this as well, so both get 50.",15.266,68.189003,89.783997,5,Yellow,Yellow,100 Tokens,75,I think going with half at least will keep my number even unless the counterpart is greedy.  Not sure that having a sibling makes a person greedy though.,21.127001,97.268997,189.60001,3,50,50,80 tokens,50,"It depends if you yourself are greedy.  If you are greedy don't allocate any.  If you are normal and reasonable allocate 50, as this is most fair.",8.1969995,73.147003,76.081001,3,0,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,"Feeling a connection with a group or individual.  It doesn't have to mean you are related, just that you have some common ground and are overall connected by a feeling of solidarity.",Yes,1,I have a brother/brothers,2,No,,,0,0,0,0,0,0,0,White,Female,1,0
645965d6846a72d23b6ad60b,60cfac014e090c96b56c65f8,2023-05-08T21:12:54.356000Z,2023-05-08T21:50:41.332000,231,23,1,Kazakhstan,Kazakhstan,Kazakhstan,Russian,No,Full-Time,3,5.250.131.153,1191,1,0,1,0,R_2fhcXcJAUuJAGch,43.243301,76.864601,EN,50 tokens,Yellow,"Because the other person is blindly unpredictable, it is safer to choose yellow",13.019,13.94,55.57,2,Yellow,none,125 Tokens,50,"If my counterpart has at least one sibling, s/he might either be altruistic or not at all, so if one tries to play it safe, itâ€™s better to contribute a half",13.999,51.634998,145.688,5,50,50,80 tokens,50,"Simply allocate a half of it, because its fair to both players. No strategy here, just a right thing to do ",24.007,85.268997,116.472,4,50,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,A relative,Yes,1,I have a sister/sisters,0,No,,,0,1,0,0,0,0,0,Asian,Female,1,0
64596adcf8eaced9cf2ff44d,61524134790f9a1cd758817c,2023-05-08T21:38:33.251000Z,2023-05-08T21:50:45.379000,248,22,1,United States,United States,United States,English,No,Full-Time,2,76.117.195.142,349,1,0,1,0,R_5JeDLhZJsPtZluo,40.3909,-74.115303,EN,50 tokens,Yellow,"Regardless of what my counterpart chooses,  I will get 50 tokens.",3.0550001,3.0550001,21.083,1,Blue,Blue,100 Tokens,56,The best way to play in this interaction is to maximize how much you contribute so that you profits will grow exponentially.,5.9710002,48.598,78.975998,5,25,50,80 tokens,20,"Because I keep whatever is left over after I allocate tokens to player B, I want to maximize my tokens.",4.152,7.283,29.806,3,0,50,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",2,not well off,0,1,"Kinship means friendship. All for one, one for all.",Yes,1,I have a sister/sisters,10,No,,,0,0,0,0,0,1,1,White,Female,1,0
64598d533ebc4a37b63e02ba,63e576170eb086a90644efb4,2023-05-09T00:01:26.227000Z,2023-05-09T02:22:32.846000,547,36,1,United States,United States,United States,English,No,Part-Time,4,52.129.122.124,774,1,0,1,0,R_3F2snO4KNL6xLOM,35.0723,-101.9786,EN,50 tokens,Yellow,There is no need to be greedy. Yellow will generate a payoff for both people. By choosing yellow there is no risk of a non payoff.,13.197,13.197,70.369003,1,Yellow,Yellow,100 Tokens,40,This is an easy process to keep your original amount.  By contributing you are increasing the public fund.,10.517,14.387,76.613998,2,50,50,80 tokens,50,In terms of not being greedy it is nice to allocate to the other person.  This would be the most ethical decision.  That being said at least both players would receive a payoff.,98.222,170.901,248.437,2,50,50,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",2,not well off,0,1,Being related.,Yes,1,"I have both, brother(s) and sister(s)",10,No,,,0,0,0,0,0,0,0,White,Female,1,0
64598d861ac94211ddbe8004,62a0157dca1f8dc74b79202d,2023-05-09T00:02:17.812000Z,2023-05-09T01:51:09.033000,1080,21,1,United States,United States,United States,English,No,Other,3,172.58.121.98,565,1,0,1,0,R_3M6Z4p2t38Y90cV,42.424801,-83.195099,EN,50 tokens,Blue,Go with what you feel and have fun with it! Dont sweat the small stuff. ,8.5719995,29.365,39.999001,3,Blue,Blue,125 Tokens,50,I wouldnt go for less than 50. Go with your gut and have fun with it. ,7.915,52.938999,53.658001,5,50,50,80 tokens,50,"It is a game go easy on yourself. Dont overthink. Dont be greedy, be ethical. ",8.052,40.304001,41,4,50,50,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",5,poor,1,1,It can mean either a strong bond with some one or just someone you happen to be related to. ,Yes,1,I have a brother/brothers,0,No,,,0,0,0,0,1,1,1,White,Female,1,0
645994b107f4c85391441487,55c694e3fdf99b6c4f28595f,2023-05-09T00:33:00.608000Z,2023-05-09T01:51:15.964000,793,35,1,United States,United States,United States,English,No,Full-Time,4,172.58.125.107,565,1,0,1,0,R_7PikHYfO561isDf,42.388802,-83.189499,EN,50 tokens,Yellow,A sure thing to get tokens seems better than a 50/50 chance to get 100 tokens. It is equitable. Siblings take care of each other.,5.2979999,62.041,62.563999,3,Yellow,Yellow,50 Tokens,50,It is an equitable decision. Common causes help create stronger bonds with siblings and can foster lasting relationships. ,4.243,119.928,120.478,9,50,50,80 tokens,50,This endowment is better if shared between two siblings. It is an equitable amount to share. It is morally sound to share it evenly.,5.6589999,55.862999,56.380001,4,50,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,poor,1,1,Kinship is comraderie between two people around a common item or attribute. ,Yes,1,I have a brother/brothers,7,No,,,0,0,0,0,0,0,0,White,Female,1,0
64597598e3b535fa044054ab,60617c7346cd805e5bfc8893,2023-05-08T22:20:08.772000Z,2023-05-09T00:31:13.046000,219,22,1,United States,United States,United States,English,No,Full-Time,2,172.56.217.255,483,1,0,1,0,R_7dFjyoPqaMJjd3G,39.9739,-75.145599,EN,50 tokens,Blue,If every one plays blue everyone gets a bonus payoff of 100 tokens.,8.6789999,8.6789999,33.679001,1,Blue,Blue,125 Tokens,100,If both people put all of their tokens in they get the biggest payout.,7.329,8.8439999,38.445,2,50,100,80 tokens,50,Allocating half of what I start with is fair because B has no choice but to accept it.,5.4460001,7.1799998,37.879002,2,0,0,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,well off,0,0,Kinship I feel like is being related to someone either through close friendship or by blood.,Yes,1,I have a brother/brothers,5,No,,,0,0,0,0,1,1,1,White,Female,1,0
645978f0918e538b4ee04986,5f9eeebb30a3e74d62bd808a,2023-05-08T22:34:47.157000Z,2023-05-09T00:31:27.279000,122,21,1,United States,United States,United States,English,Yes,Other,3,71.88.9.18,839,1,0,1,0,R_2PYsXd8KC1SZzFQ,36.580898,-82.2033,EN,50 tokens,Blue,Choose the most popular of the two colors for a bigger payoff/bonus to match me.,12.655,12.655,40.346001,1,Blue,none,125 Tokens,0,"Regardless of the other player's choice, the best move for me is to contribute nothing to maximize my potential payoff. Because of this strategy, it's likely that both players will choose to keep all their tokens, resulting in no public fund being created.",26.233999,120.618,121.959,3,0,0,80 tokens,15,"Since my payoff as Role A hinges on how many tokens I retain, the best move is to give Role B a minimal number of tokens, ensuring my own payoff is as high as possible. This strategy holds regardless of any extra details about my counterpart. Essentially, this game underscores the significance of individual gains, so focusing on maximizing my own tokens is the most rational approach.",5.2940001,110.359,112.255,15,0,35,"Gamble 4: Event A, Payoff: 34 tokens; Event B, Payoff: - 2 tokens",4,well off,0,0,Family or friendship with a level of familiarity synonymous with a chosen family,Yes,1,I have a brother/brothers,9,No,,,0,0,0,1,1,1,0,White,Female,1,0
66a10fedd1a60561cfdde9cf,5d02ed8f7a3c0f0015cd3230,2024-07-24T14:31:10.813000Z,2024-07-24T16:31:50.277000Z,814,24,1,South Africa,Spain,United Kingdom,English,No,Part-Time,3,172.59.33.193,2008,1,0,1,0,R_7dEIAO3ivZGg1VW,40.081799,-82.966499,EN,50 tokens,Yellow,Play it safe to start of by picking the one that you are guaranteed some reward. ,2.4579999,21.169001,34.134998,4,Blue,Yellow,100 Tokens,30,Stay under half of what you would earn to make sure you get the most value. Itâ€™s better to play it safe and use a lesser amount to better your chances on getting more back.,2.8599999,83.404999,140.198,9,45,40,80 tokens,30,I would keep under 50 to allocate so you have still a decent amount of tokens left out of the 100. You only are given 100 and need to allocate them smartly. Itâ€™s best to think of what you want to do rather than make a rash decision..,4.223,86.042,138.036,10,50,40,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",2,well off,0,0,Not sure,Yes,1,I have a sister/sisters,4,No,,,0,0,0,0,0,1,0,White,Female,1,0
645966edcc973fdcf70f3934,5f1f124196f8a80c1af85716,2023-05-08T21:17:33.195000Z,2023-05-08T21:50:43.895000,243,27,0,China,China,China,Mandarin,Yes,Other,3,62.117.252.247,914,2,0,0,1,R_2BhAppCjXwO1Ajf,28.093201,-15.4574,EN,50 tokens,Blue,I chose blue because if we both choose blue we get more tokens. It makes sense that the other player would also want more tokens.,11.499,43.221001,67.246002,2,Blue,Blue,100 Tokens,50,I thought it would be fair to give half of the tokens to a public fund. ,29.273001,30.125999,55.268002,2,20,40,80 tokens,50,I thought it was fair to half the tokens as we are both participating in the same study.,5.1230001,5.9920001,27.280001,2,20,20,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",5,not well off,0,1,Its the relationship you have between people of the same family,Yes,1,I have a sister/sisters,4,No,,,0,1,0,1,1,1,1,Asian,Male,2,0
64596595ec68768db6e86c2b,615445203320e495159dd8f0,2023-05-08T21:11:49.251000Z,2023-05-08T21:50:40.688000,241,46,0,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time,4,105.4.2.213,961,2,0,0,1,R_8PUCI3GqVvhkVTS,-26.2309,28.0583,EN,50 tokens,Blue,"Choose Yellow for a guaranteed 50 tokens, but choose Blue if you trust your counterpart to also pick Blue for a potential 100 tokens each.",8.2419996,85.620003,87.587997,26,Yellow,Blue,125 Tokens,50,"Contribute 50 tokens if you trust your counterpart to do the same, as cooperation maximizes returns with a 50% growth on contributions.",3.767,81.649002,83.480003,15,50,50,80 tokens,65,"Allocate a fair portion of tokens to Role B while maximizing your own payoff. Since Role B has no choice, be mindful of fairness. A balanced approach helps ensure a reasonable outcome for both.",4.1230001,43.212002,43.731998,16,30,50,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",5,not well off,0,1,To me kinship means the relationships and connections between family members and close relatives.,Yes,1,I have a sister/sisters,9,No,,,0,0,0,1,1,0,1,White,Male,2,0
64598e6d6f8de455fef54977,62896076149e8f156545884c,2023-05-09T00:06:11.397000Z,2023-05-09T01:51:31.616000,1839,34,0,Poland,Poland,Poland,Polish,No,Other,4,46.205.206.136,882,2,0,0,1,R_8IYuVmG5ftRj8Pf,52.404499,16.9186,EN,50 tokens,Blue,you have to pay attention and know the risk you are taking when choosing options provided ,2.2490001,40.167,55.409,7,Blue,none,100 Tokens,50,"dont overestimate how much your counterpart will contribute tokens to public fund,play safe",6.3179998,7.6999998,50.862,2,50,50,80 tokens,50,"play carefully,share equally if you are not prepared to take a risk",9.5150003,15.486,62.018002,5,60,50,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",5,not well off,0,1,kinship means supporting eachother in any situations,Yes,1,"I have both, brother(s) and sister(s)",5,No,,,0,0,0,0,1,1,0,White,Male,2,0
66a10fd6534807da3f276dfb,66647725f73c76a2b47ec4fc,2024-07-24T14:29:53.946000Z,2024-07-24T16:31:49.134000Z,30,26,0,United States,United States,United States,English,Yes,Unemployed (and job seeking),1,174.208.33.207,280,2,0,0,1,R_6kHqyts4UQcqvVL,42.955399,-78.8638,EN,50 tokens,Yellow,Yellow is essentially the guaranteed safe option which will grant a payout blue is risky,4.6550002,16.934999,24.254999,3,Yellow,none,125 Tokens,39,You are wagering your own tokens in hopes the counterpart does the same for more monetary benefit,5.6009998,5.6009998,29.535,1,0,100,80 tokens,10,Basically if you are a then you are goving the other player a portion of your funds,1.469,4.7160001,23.032,2,0,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,Mother,Yes,1,"I have both, brother(s) and sister(s)",0,No,,,0,0,0,1,0,0,0,White,Male,2,0
66a1197477a33105b2e1fb5b,669eebf490dd7372dfeda109,2024-07-24T15:10:50.595000Z,2024-07-24T16:33:27.391000Z,11,20,0,United States,United States,United States,English,No,Full-Time,2,69.14.80.42,1563,2,0,0,1,R_5eIPCZNjeMqoLAx,42.553799,-82.918503,EN,50 tokens,Yellow,"The best way to play in the same interaction that I just had is by making a selection which gives you the best chance at earning tokens. The best way of doing that is by making a choice that has a guaranteed outcome of winning tokens no matter what the other player selects. In this case, I selected the Yellow option because I would still earn tokens no matter what (even if the other player selected Blue for their choice). I had made this choice because I can rest assured that I will earn tokens no matter what the other player selects which is why I would also suggest that anyone who plays this game in the future should select the option which gives you a guaranteed payout of tokens.",5.1339998,335.694,359.198,39,Yellow,Blue,125 Tokens,0,I would advise that anyone who plays in this same interaction that I just had in the future to not contribute any of their tokens to the public fund. I would suggest doing that because there is no guarantee that the other participant will contribute any of their tokens to the public fund which would make you lose more of your tokens as a result (if the other participant decided to not contribute anything). I think that this is a good strategy to use in this game because it helps you make sure that you do not lose more tokens as an end result in case the other participant doesn't contribute any of their tokens to the public fund.,15.293,240.043,278.84299,35,0,0,80 tokens,30,The advice that I would give to a future player about how to play in the same interaction that I just had is to not allocate any of your tokens to B. I would suggest doing that because this would maximize the amount of tokens that you earn for yourself as the end result. The main reason why I think that this is the best strategy to use is because you can be fully confident that you will not lose any of your tokens as a result of the choice that you made in this interaction with B.,6.1079998,161.64,198.53999,17,0,40,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,"To me, kinship means that you are related to other members of your family (genetically related to others in your family).",Yes,1,I have a brother/brothers,5,No,,,0,0,0,0,0,0,1,White,Male,2,0
66a1108842d69d3c242da446,6030d5fc2e34a2f6711b76f0,2024-07-24T14:32:40.723000Z,2024-07-24T16:31:52.531000Z,90,22,0,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,3,109.159.35.158,508,2,0,0,1,R_21bFd5xNn63OGL9,52.701199,-1.8763,EN,50 tokens,Yellow,Choose the option that is guaranteed to deliver a return and has no risk,4.046,4.046,23.412001,1,Blue,Blue,100 Tokens,50,"Make a fair assessment based on risk - if you want to be sure to gain something in return, avoid giving all your funds away",5.2909999,22.246,39.073002,3,50,50,80 tokens,20,Base your tokens on how much risk you are willing to accept and the likelihood of receiving a good result,8.7519999,43.307999,46.416,3,80,20,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,Feeling a sense of belonging and understanding with another person or group of people,Yes,1,"I have both, brother(s) and sister(s)",0,No,,,0,0,0,0,0,1,1,White,Male,2,0
66a10f93166352b30bfd632d,666ee913519a8d810a4c38d9,2024-07-24T14:29:37.432000Z,2024-07-24T16:31:46.965000Z,16,28,0,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking),3,102.219.162.223,774,2,0,0,1,R_2XNAhLcus3EW68V,-26.2309,28.0583,EN,50 tokens,Yellow,"Well if there is a guaranteed prize., that's the color we are going to go for ",2.431,66.210999,70.638,6,Yellow,Yellow,100 Tokens,50,For a sum of 100 it makes sense that I contribute 50. This seems like a fair thing to do ,8.441,51.030998,65.092003,7,51,100,80 tokens,20,"From the provided information, you need to allow that to guide you on how much to add or minus",10.681,18.879,68.280998,3,40,81,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,Bloodline,Yes,1,I have a brother/brothers,7,No,,,1,0,0,0,0,0,0,Black,Male,2,0
66a117b398505426a984f383,669deaeb9c7863cefe2072d10,2024-07-24T15:03:21.436000Z,2024-07-24T16:34:34.758000Z,86,41,0,Norway,Norway,Norway,Norwegian,No,Part-Time,4,141.0.76.87,439,2,0,0,1,R_8BxMM2MEsBOFn6H,60.396301,5.3214002,EN,50 tokens,Yellow,"If the intention is to amass tokens, and choosing Yellow guarantees a 50 Token payoff for both players, the best strategy is to always pick Yellow.",6.1719999,6.1719999,51.886002,1,Yellow,Yellow,100 Tokens,50,"Contribue 50, and hope your counterpart does the same. Either way, you are left with 50 tokens, it is better than nothing.",8.0629997,9.0299997,35.778,2,50,50,80 tokens,50,"Allocating half is the only fair way to go about it. Keeping emotion and greed out of it, it is split right down the middle, best outcome for either one.",7.678,42.627998,43.641998,3,50,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,"Family, or people who share the same ideologies and values as you.",Yes,1,I have a sister/sisters,9,No,,,0,0,0,0,0,0,0,White,Male,2,0
64599527d9a8df28bbdba131,5a94c0b7b5e2110001c6891e,2023-05-09T00:34:51.569000Z,2023-05-09T01:51:34.037000,5707,50,0,United States,United States,United States,English,No,Full-Time,4,73.224.57.240,809,2,0,0,1,R_7ZDdYcwVH4c7itO,30.191799,-81.602798,EN,50 tokens,Yellow,Choose Yellow. I think this is the best way to go given the odds of winning,5.2620001,70.753998,78.267998,15,Blue,none,125 Tokens,50,I would contribute 50 tokens based on what we have been told so far of what the odds are ,3.869,147.785,155.668,32,50,50,80 tokens,79,Play the 80 tokens as the right thingis said to do. This is the best way to go. ,15.305,83.477997,98.200996,12,0,80,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,not well off,0,1,Family members ,Yes,1,I have a sister/sisters,3,No,,,0,0,0,0,0,1,0,White,Male,2,0
6459673992adb5983c139d26,601b154e1d236c48cb675d13,2023-05-08T21:18:49.167000Z,2023-05-08T21:50:44.582000,35,40,0,United States,United States,United States,Vietnamese,No,Part-Time,1,50.235.93.242,401,2,0,0,1,R_2I6w2O9qNs3HfYR,34.250301,-85.144302,EN,100 tokens,Yellow,Try not to be greedy when making a selection and hope that the other player has the same mindset. ,10.738,29.414,43.283001,2,Yellow,Yellow,50 Tokens,49,Try not to be greedy but save some for yourself as well. Be a kind person. ,6.947,9.8219995,33.421001,2,50,50,80 tokens,50,Give the other player a fair chance at the game as well. Needs to be fair. ,5.9770002,6.677,25.695,2,50,50,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",2,not well off,0,1,Brotherhood or being close with family members. This does extend to friends as well. ,Yes,1,I have a sister/sisters,9,No,,,0,1,0,0,0,0,0,Asian,Male,2,0
645965f0409831b89bf2cf4c,602d058e7597b066193f8bbf,2023-05-08T21:14:45.211000Z,2023-05-08T21:50:41.715000,210,21,0,United States,United States,United States,English,No,Full-Time,2,41.144.101.13,725,2,0,0,1,R_2eX0LGCCUyc5DHE,-29.8556,31.044901,EN,50 tokens,Yellow,The best way is to play this game is to choose an option that will guarantee you a win no matter what you might have chosen.,6.8860002,6.8860002,80.095001,1,Yellow,Blue,100 Tokens,50,is to try and think about how will the other player will be playing to win the game. To maximise any opportunity of winning the game.,8.9379997,91.167999,93.758003,4,18,50,80 tokens,30,"To make sure that you do not give out all of your tokens to other group, be selfish",6.8000002,43.730999,46.435001,3,0,40,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",2,not well off,0,1,To have a blood relation with someone.,Yes,1,"I have both, brother(s) and sister(s)",8,No,,,0,0,0,0,0,0,1,White,Male,2,0
6459673e849acb4e52f6e1bd,602d3141c32cfe6eaa98b817,2023-05-08T21:18:54.746000Z,2023-05-08T21:50:44.864000,349,23,0,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,2,86.17.205.192,570,2,0,0,1,R_2Rgv5wtjG1YmFqG,54.9352,-1.5675,EN,50 tokens,Yellow,I believe a selfish person is less likely to have siblings as they'd not have needed to share toys or experiences as they were growing up and forming their identity as a person ,3.806,3.806,40.435001,1,Yellow,Blue,50 Tokens,50,I wouldn't invest it all as I think a person with no siblings would be used to sharing investment opportunities. I think sole ventures would be more likely to appeal to them and their experience with needing to trust others. Therefore as said I'd be willing to invest some but not risk all of my tokens,4.0689998,113.246,113.678,11,30,100,80 tokens,40,"I'd look after yourself before looking after others, but still provide them with some level of reward. I feel this is fair to yourself whilst avoiding the guilt of being a selfish person. If the shoe was on the other foot, I'd basically approach this in a way that makes me more fair than the average person doing the same task. ",18.813999,86.610001,86.900002,8,0,50,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",2,not well off,0,1,A family like relationship where people look out for one another ,Yes,1,I have a sister/sisters,8,No,,,0,0,0,0,0,0,1,White,Male,2,0
645977697c87ec890f2ff449,6113cd5e3287b5f60b4c40f8,2023-05-08T22:28:00.731000Z,2023-05-09T00:31:25.719000,171,20,0,United States,United States,Italy,English,No,Full-Time,4,108.30.232.184,337,2,0,0,1,R_5vjDNfCY7O1dvD5,40.546799,-74.180397,EN,50 tokens,Yellow,Select yellow because it is gauranteed to get you tokens so it is your best bet.,1.696,15.38,20.812,2,Yellow,none,100 Tokens,50,I would contribute as you will get the tokens back which is the goal.,3.9219999,36.536999,38.848999,8,40,,80 tokens,30,I want to allocate some tokens to the other person but I want to keep a majority to myself.,8.7049999,9.9259996,24.636,2,50,50,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",2,not well off,0,1,Family members,Yes,1,I have a brother/brothers,7,No,,,0,0,0,0,0,0,0,White,Male,2,0
